experiment	analysis_root	relative_path	bytes	mtime_epoch	sha256
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.done	36	1786711391	f7af4438026327204db5f578af844b26675f26676bd704658b58a37b8a98a5c8
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.result.vcf.gz	4806	1786711391	4caef437d7f8255ab5ec3ab840cd82934bd5e5172ab5ace3d275b6f56e6104b3
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.result.vcf.gz.tbi	271	1786711391	1fed984aa8e2ff0252c03da8aca773b29f6f499a1cff997798ff6a114dc37504
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.yaml	1609	1786711391	e1ff02db6d1cf8ab05da5e981aea1c0496ddbe2b9bb334a5473c3db5f4365441
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.done	35	1786711432	a7ed310d4a4e99a32a77f8236ab1287f7b8f9ba6176e8ebe44697e87b1ccbd60
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.result.vcf.gz	3563	1786711432	39848421ca17964f3f594e628feb8bb2ebf6534f624227ecf9c3f8374cf10d2e
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.result.vcf.gz.tbi	72	1786711432	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.yaml	2409	1786711432	66788b9c9f3bf83f8ac6791305ff01c1c29a1514953604646f295c153f5e89d4
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.done	35	1786712107	58e20a66984cc5991d6ed656069d27564352d5d6008209ea130ca7f4c32f6e0e
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.result.vcf.gz	3504	1786712107	053986c51fe1d915186b6e114af643977efbd693be2a3d9d262940deb5b5de13
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.result.vcf.gz.tbi	72	1786712107	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.yaml	1960	1786712107	54873e7adab2f34897594d9c139ddfed34b62200283a649da753f67b977236a1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.done	35	1786711267	d51c395add49b6233820d2e9b502cfcd5d3702938b2d4031aab3ffcc40efefe4
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.result.vcf.gz	3798	1786711267	0af4cea44f7728a2ad622980c484b15928261a461695003fa51c3a59b73f2505
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.result.vcf.gz.tbi	152	1786711267	f02b30e12ae56c0298569f7bc0cca27c6196e3eba4e7d27eb213ed1e4f6aa51e
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.yaml	1875	1786711267	473d2e1fcf39bf0300df23d92e0eec3931befa269a784fab90af2321043b0319
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.done	32	1786711448	499c5876e9829a58834f6df72d3f63df3805a009b7ec8552a620c15326f3dfcb
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.result.vcf.gz	3726	1786711448	2e53e2a63bc5203354d3b0b52b747468055accf65bab403bf4b33312e6ea0678
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.result.vcf.gz.tbi	277	1786711448	fe6135d0e84db84fb23cbcac6d7c92f5e44289e14eca027c3c5b2eade0cd5427
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.yaml	1703	1786711448	37c8cf570bd2aee3d2780a24506922d3edfaeeaf795661500bb2b7e37596379d
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/HBA/HG002-082hc3dnbehb1c.HBA.done	32	1786712047	f9a18f4250abed23e04ba76a88571bf89bd9f23d7c3798cfbb4dff0f5b9cbd38
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/HBA/HG002-082hc3dnbehb1c.HBA.result.vcf.gz	3523	1786712047	e46d758dcd193db326cc49c29949697ee1f33b1d092879e636f0c60704a5db00
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/HBA/HG002-082hc3dnbehb1c.HBA.result.vcf.gz.tbi	72	1786712047	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/HBA/HG002-082hc3dnbehb1c.HBA.yaml	1806	1786712047	a4bf3f6ebf414b2ae20d3a823b1679ab9e424ae164812b24e913005fc0f83b95
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/IKBKG/HG002-082hc3dnbehb1c.IKBKG.done	34	1786711380	4b0b47d77d3c497e6222e449353a893841f9b0cb5dcba24db9ae1be66788a834
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/IKBKG/HG002-082hc3dnbehb1c.IKBKG.yaml	2086	1786711380	556e988c58e347c6deb71c2f522f60863123a4ca17bca54c76a7c9b502c7a9f1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/LPA/HG002-082hc3dnbehb1c.LPA.done	32	1786711319	4137cd03d2a1259175faabedcb649bf48b795a3dbc8fb9d0aaf83cdb03cd6283
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/LPA/HG002-082hc3dnbehb1c.LPA.yaml	6092	1786711319	be234bfbf003b88d40488fea0872d86eb0a214bfe42df0814e1a491a25a775a7
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/NCF1/HG002-082hc3dnbehb1c.NCF1.done	33	1786711362	eb362f1ff3853eb0775350fa48a7035faa1989910ca2cdcaa79ec0a2d2cc3313
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/NCF1/HG002-082hc3dnbehb1c.NCF1.result.vcf.gz	4795	1786711362	6d792922192093c6d3288da6f93c094962769cc6ecd66e37c454185bdd16a93c
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/NCF1/HG002-082hc3dnbehb1c.NCF1.result.vcf.gz.tbi	188	1786711362	c24bc051550878d1706d60c4e4dd0115e48b4145cec1af02c7b31a1b58d83c2b
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/NCF1/HG002-082hc3dnbehb1c.NCF1.yaml	1578	1786711362	bc52e280d1758c177aa1576a5afd6ea02a2fcd7d17bba978bfa7db3a6cfd36f9
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/OTOA/HG002-082hc3dnbehb1c.OTOA.done	33	1786712049	68c1d38708f1ca06116a1136a9b11b083a99a423f816fe01ba6684bb3b50dde9
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/OTOA/HG002-082hc3dnbehb1c.OTOA.result.vcf.gz	3953	1786712049	0d16506898ab315be95da15be5bcc82b70bb90c1bc88142f477aaabc9b57c127
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/OTOA/HG002-082hc3dnbehb1c.OTOA.result.vcf.gz.tbi	147	1786712049	c3fdabecdb599f811861662d37d180b19da93218891ebba56de24cdf5dca8111
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/OTOA/HG002-082hc3dnbehb1c.OTOA.yaml	2227	1786712049	1e4bee331133a1201119981f4d0d9a6560d39eb29978f5b0da90339181393cec
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/PMS2/HG002-082hc3dnbehb1c.PMS2.done	33	1786711376	2c0a7829ef37e6333ff9e20f3fbc245fa799e6f45625d3e33721bf4ac3c76e12
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/PMS2/HG002-082hc3dnbehb1c.PMS2.result.vcf.gz	9891	1786711376	b49aa8a4af832c285765c0f85f14cfb8729f43af0cac1379ef28c9cd171e4473
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/PMS2/HG002-082hc3dnbehb1c.PMS2.result.vcf.gz.tbi	134	1786711376	0528b8590d06b1878e73c5740d72d6dcfc701ed48cc89463dd1ad32a9a3aae41
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/PMS2/HG002-082hc3dnbehb1c.PMS2.yaml	3249	1786711376	0ac7114bb986b8291216d6b47a2800b968b265849865baf048d0c36e69cfa4c0
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/RCCX/HG002-082hc3dnbehb1c.RCCX.done	33	1786711373	def97efc51b14388fbe01e607b6969eec2976ff117c5ecacb4d0a465fa973e82
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/RCCX/HG002-082hc3dnbehb1c.RCCX.result.vcf.gz	7618	1786711373	06d81cff046cb4e31b428c20928a9cf77ea0a7e4b156c7f1026fcb0f18f42b2d
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/RCCX/HG002-082hc3dnbehb1c.RCCX.result.vcf.gz.tbi	171	1786711373	4abd3f2f26f1043c1e4e74e0c32b1050ff3066a56923cbe6343dfce3a8f77543
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/RCCX/HG002-082hc3dnbehb1c.RCCX.yaml	2962	1786711373	844c5e542df28ed334a7ed8f3376be19c707d7386eeab7671b096ba0ea8d2db0
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/RH/HG002-082hc3dnbehb1c.RH.done	31	1786712611	8b0e22de9f2c56973affe66793ef5c1490b73110b109cf73352d1b26422c6fca
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/RH/HG002-082hc3dnbehb1c.RH.result.vcf.gz	3562	1786712611	bebe1708635895f76585a8ab1703f8813b3fe000b474eaa12dac8c72e3e4eb35
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/RH/HG002-082hc3dnbehb1c.RH.result.vcf.gz.tbi	72	1786712611	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/RH/HG002-082hc3dnbehb1c.RH.yaml	1758	1786712611	51425aa4634b9dd485b705df4e5166962bcd4cee0ae4d8aa12d40a90cd911005
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/SBDS/HG002-082hc3dnbehb1c.SBDS.done	33	1786711482	7575b2b1b7f0df89b5aabbb5a8a99c7fd82d2ed8baf22f73c5bb30f625a3dbe1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/SBDS/HG002-082hc3dnbehb1c.SBDS.result.vcf.gz	3525	1786711482	27032dfd17ada91b574809a4b334404bad1e055958bd43282f83542d0d1fc521
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/SBDS/HG002-082hc3dnbehb1c.SBDS.result.vcf.gz.tbi	72	1786711482	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/SBDS/HG002-082hc3dnbehb1c.SBDS.yaml	2174	1786711482	37e3528a23f454d618ddc6b226c2c23c4d0a5d5076f3bd59d815c3994e955d56
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/SMN1/HG002-082hc3dnbehb1c.SMN1.done	33	1786711357	cb012bdeb144dffb504c8492291c0c703fe4ced4064026e04fe63e1104097d06
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/SMN1/HG002-082hc3dnbehb1c.SMN1.result.vcf.gz	5938	1786711357	a5a0a55fc7346f1cf248fc0d95adbec3bc172c2a2f5353d16222e1b510e9dac1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/SMN1/HG002-082hc3dnbehb1c.SMN1.result.vcf.gz.tbi	194	1786711357	ef7d9371eecd9950ef3851e2ff04f7243b7dcd49e6b75dbed7b2caff98452fda
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/SMN1/HG002-082hc3dnbehb1c.SMN1.yaml	1579	1786711357	8df5254f3e4568a0c4a0dfb52f1843e550f25b65e86a35cd31bd0b3b4c4c7ed8
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/STRC/HG002-082hc3dnbehb1c.STRC.done	33	1786711357	de12494929617b5cc57839367dc26941e31fde95640eaf13b497d699d327765e
